underlying,expiry,option_type,strike,contract_key,open_date,close_date,open_process_date,close_process_date,quantity,entry_price,exit_price,pnl_per_contract_dollars,total_pnl_dollars,result,holding_days,source_file_open,source_file_close,description
SPY,3/4/2026,C,690.0,SPY|3/4/2026|C|690.0,2026-03-04,2026-03-04,2026-03-04,2026-03-04,1,0.06,0.01,-5.0,-5.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,SPY 3/4/2026 Call $690.00
SPY,3/4/2026,P,678.0,SPY|3/4/2026|P|678.0,2026-03-04,2026-03-04,2026-03-04,2026-03-04,3,1.56,1.46,-10.0,-30.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 3/4/2026 Put $678.00
SPY,3/4/2026,P,678.0,SPY|3/4/2026|P|678.0,2026-03-04,2026-03-04,2026-03-04,2026-03-04,3,1.56,1.46,-10.0,-30.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,SPY 3/4/2026 Put $678.00
AMZN,3/6/2026,C,225.0,AMZN|3/6/2026|C|225.0,2026-03-04,2026-03-05,2026-03-04,2026-03-05,2,0.18,0.4,22.0,44.0,WIN,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,AMZN 3/6/2026 Call $225.00
AMZN,3/6/2026,C,225.0,AMZN|3/6/2026|C|225.0,2026-03-04,2026-03-05,2026-03-04,2026-03-05,2,0.18,0.4,22.0,44.0,WIN,1,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,AMZN 3/6/2026 Call $225.00
SPY,3/5/2026,C,685.0,SPY|3/5/2026|C|685.0,2026-03-05,2026-03-05,2026-03-05,2026-03-05,1,1.54,0.47,-107.0,-107.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 3/5/2026 Call $685.00
SPY,3/5/2026,C,685.0,SPY|3/5/2026|C|685.0,2026-03-05,2026-03-05,2026-03-05,2026-03-05,1,1.54,0.47,-107.0,-107.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,SPY 3/5/2026 Call $685.00
SPY,3/5/2026,P,677.0,SPY|3/5/2026|P|677.0,2026-03-05,2026-03-05,2026-03-05,2026-03-05,1,0.71,0.58,-13.0,-13.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 3/5/2026 Put $677.00
SPY,3/5/2026,P,677.0,SPY|3/5/2026|P|677.0,2026-03-05,2026-03-05,2026-03-05,2026-03-05,1,0.71,0.58,-13.0,-13.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,SPY 3/5/2026 Put $677.00
SPY,3/5/2026,P,679.0,SPY|3/5/2026|P|679.0,2026-03-05,2026-03-05,2026-03-05,2026-03-05,1,0.67,1.34,67.0,67.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 3/5/2026 Put $679.00
SPY,3/5/2026,P,679.0,SPY|3/5/2026|P|679.0,2026-03-05,2026-03-05,2026-03-05,2026-03-05,1,0.67,1.34,67.0,67.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,SPY 3/5/2026 Put $679.00
XYZ,3/6/2026,C,65.0,XYZ|3/6/2026|C|65.0,2026-02-27,2026-03-05,2026-02-27,2026-03-05,1,1.56,2.45,89.0,89.0,WIN,6,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,XYZ 3/6/2026 Call $65.00
DAL,3/13/2026,C,65.0,DAL|3/13/2026|C|65.0,2026-03-06,2026-03-06,2026-03-06,2026-03-06,1,0.44,0.25,-19.0,-19.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,DAL 3/13/2026 Call $65.00
DAL,3/13/2026,C,65.0,DAL|3/13/2026|C|65.0,2026-03-06,2026-03-06,2026-03-06,2026-03-06,1,0.44,0.25,-19.0,-19.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,DAL 3/13/2026 Call $65.00
LUV,3/13/2026,C,44.5,LUV|3/13/2026|C|44.5,2026-03-06,2026-03-06,2026-03-06,2026-03-06,1,0.57,0.32,-25.0,-25.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,LUV 3/13/2026 Call $44.50
LUV,3/13/2026,C,44.5,LUV|3/13/2026|C|44.5,2026-03-06,2026-03-06,2026-03-06,2026-03-06,1,0.57,0.32,-25.0,-25.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,LUV 3/13/2026 Call $44.50
AAL,3/13/2026,P,10.0,AAL|3/13/2026|P|10.0,2026-03-06,2026-03-09,2026-03-06,2026-03-09,5,0.09,0.11,2.0,10.0,WIN,3,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,AAL 3/13/2026 Put $10.00
AAL,3/13/2026,P,10.0,AAL|3/13/2026|P|10.0,2026-03-06,2026-03-09,2026-03-06,2026-03-09,5,0.09,0.11,2.0,10.0,WIN,3,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,AAL 3/13/2026 Put $10.00
AAL,3/13/2026,P,11.0,AAL|3/13/2026|P|11.0,2026-03-05,2026-03-09,2026-03-05,2026-03-09,1,0.11,0.64,53.0,53.0,WIN,4,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,AAL 3/13/2026 Put $11.00
AAL,3/13/2026,P,11.0,AAL|3/13/2026|P|11.0,2026-03-05,2026-03-09,2026-03-05,2026-03-09,1,0.11,0.64,53.0,53.0,WIN,4,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,AAL 3/13/2026 Put $11.00
AAL,3/13/2026,P,11.0,AAL|3/13/2026|P|11.0,2026-03-05,2026-03-09,2026-03-05,2026-03-09,4,0.11,0.65,54.0,216.0,WIN,4,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,AAL 3/13/2026 Put $11.00
AAL,3/13/2026,P,11.0,AAL|3/13/2026|P|11.0,2026-03-05,2026-03-09,2026-03-05,2026-03-09,1,0.11,0.65,54.0,54.0,WIN,4,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,AAL 3/13/2026 Put $11.00
AAL,3/13/2026,P,11.0,AAL|3/13/2026|P|11.0,2026-03-05,2026-03-09,2026-03-05,2026-03-09,1,0.11,0.64,53.0,53.0,WIN,4,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,AAL 3/13/2026 Put $11.00
AAL,3/13/2026,P,11.0,AAL|3/13/2026|P|11.0,2026-03-05,2026-03-09,2026-03-05,2026-03-09,1,0.11,0.64,53.0,53.0,WIN,4,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,AAL 3/13/2026 Put $11.00
AAL,3/13/2026,P,11.0,AAL|3/13/2026|P|11.0,2026-03-05,2026-03-09,2026-03-05,2026-03-09,4,0.11,0.65,54.0,216.0,WIN,4,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,AAL 3/13/2026 Put $11.00
AAL,3/13/2026,P,11.0,AAL|3/13/2026|P|11.0,2026-03-05,2026-03-09,2026-03-05,2026-03-09,1,0.11,0.65,54.0,54.0,WIN,4,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,AAL 3/13/2026 Put $11.00
DAL,3/13/2026,P,58.0,DAL|3/13/2026|P|58.0,2026-03-06,2026-03-09,2026-03-06,2026-03-09,1,1.65,3.15,150.0,150.0,WIN,3,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,DAL 3/13/2026 Put $58.00
DAL,3/13/2026,P,58.0,DAL|3/13/2026|P|58.0,2026-03-06,2026-03-09,2026-03-06,2026-03-09,1,1.65,3.15,150.0,150.0,WIN,3,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,DAL 3/13/2026 Put $58.00
LUV,3/13/2026,P,41.5,LUV|3/13/2026|P|41.5,2026-03-06,2026-03-09,2026-03-06,2026-03-09,1,1.7,1.7,0.0,0.0,FLAT,3,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,LUV 3/13/2026 Put $41.50
LUV,3/13/2026,P,41.5,LUV|3/13/2026|P|41.5,2026-03-06,2026-03-09,2026-03-06,2026-03-09,1,1.7,1.7,0.0,0.0,FLAT,3,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,LUV 3/13/2026 Put $41.50
AAL,3/13/2026,P,10.0,AAL|3/13/2026|P|10.0,2026-03-10,2026-03-10,2026-03-10,2026-03-10,12,0.06,0.03,-3.0,-36.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,AAL 3/13/2026 Put $10.00
AAL,3/13/2026,P,10.0,AAL|3/13/2026|P|10.0,2026-03-10,2026-03-10,2026-03-10,2026-03-10,12,0.06,0.03,-3.0,-36.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,AAL 3/13/2026 Put $10.00
SPY,3/10/2026,C,678.0,SPY|3/10/2026|C|678.0,2026-03-10,2026-03-10,2026-03-10,2026-03-10,1,2.71,4.9,219.0,219.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 3/10/2026 Call $678.00
SPY,3/10/2026,C,678.0,SPY|3/10/2026|C|678.0,2026-03-10,2026-03-10,2026-03-10,2026-03-10,1,2.71,4.9,219.0,219.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,SPY 3/10/2026 Call $678.00
GLD,3/11/2026,C,479.0,GLD|3/11/2026|C|479.0,2026-03-11,2026-03-11,2026-03-11,2026-03-11,1,0.44,0.01,-43.0,-43.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,GLD 3/11/2026 Call $479.00
GLD,3/11/2026,C,479.0,GLD|3/11/2026|C|479.0,2026-03-11,2026-03-11,2026-03-11,2026-03-11,1,0.44,0.01,-43.0,-43.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,GLD 3/11/2026 Call $479.00
GLD,3/11/2026,P,475.0,GLD|3/11/2026|P|475.0,2026-03-11,2026-03-11,2026-03-11,2026-03-11,1,1.67,0.9,-77.0,-77.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,GLD 3/11/2026 Put $475.00
GLD,3/11/2026,P,475.0,GLD|3/11/2026|P|475.0,2026-03-11,2026-03-11,2026-03-11,2026-03-11,1,1.67,0.9,-77.0,-77.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,GLD 3/11/2026 Put $475.00
SPY,3/11/2026,C,679.0,SPY|3/11/2026|C|679.0,2026-03-11,2026-03-11,2026-03-11,2026-03-11,1,1.69,0.03,-166.0,-166.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 3/11/2026 Call $679.00
SPY,3/11/2026,C,679.0,SPY|3/11/2026|C|679.0,2026-03-11,2026-03-11,2026-03-11,2026-03-11,1,1.69,0.03,-166.0,-166.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,SPY 3/11/2026 Call $679.00
SPY,3/11/2026,P,671.0,SPY|3/11/2026|P|671.0,2026-03-11,2026-03-11,2026-03-11,2026-03-11,1,0.59,0.44,-15.0,-15.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 3/11/2026 Put $671.00
SPY,3/11/2026,P,671.0,SPY|3/11/2026|P|671.0,2026-03-11,2026-03-11,2026-03-11,2026-03-11,1,0.59,0.44,-15.0,-15.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,SPY 3/11/2026 Put $671.00
SPY,3/12/2026,P,665.0,SPY|3/12/2026|P|665.0,2026-03-12,2026-03-12,2026-03-12,2026-03-12,1,0.95,0.07,-88.0,-88.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 3/12/2026 Put $665.00
SPY,3/12/2026,P,665.0,SPY|3/12/2026|P|665.0,2026-03-12,2026-03-12,2026-03-12,2026-03-12,1,0.95,0.07,-88.0,-88.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,SPY 3/12/2026 Put $665.00
SPY,3/13/2026,C,672.0,SPY|3/13/2026|C|672.0,2026-03-13,2026-03-13,2026-03-13,2026-03-13,1,1.59,1.09,-50.0,-50.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 3/13/2026 Call $672.00
SPY,3/13/2026,C,672.0,SPY|3/13/2026|C|672.0,2026-03-13,2026-03-13,2026-03-13,2026-03-13,1,1.59,1.09,-50.0,-50.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,SPY 3/13/2026 Call $672.00
SPY,3/13/2026,P,657.0,SPY|3/13/2026|P|657.0,2026-03-13,2026-03-13,2026-03-13,2026-03-13,1,0.25,0.02,-23.0,-23.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 3/13/2026 Put $657.00
SPY,3/13/2026,P,657.0,SPY|3/13/2026|P|657.0,2026-03-13,2026-03-13,2026-03-13,2026-03-13,1,0.25,0.02,-23.0,-23.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,SPY 3/13/2026 Put $657.00
SPY,3/13/2026,P,665.0,SPY|3/13/2026|P|665.0,2026-03-13,2026-03-13,2026-03-13,2026-03-13,1,0.56,2.04,148.0,148.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 3/13/2026 Put $665.00
SPY,3/13/2026,P,665.0,SPY|3/13/2026|P|665.0,2026-03-13,2026-03-13,2026-03-13,2026-03-13,1,0.56,2.04,148.0,148.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,SPY 3/13/2026 Put $665.00
SPY,3/16/2026,C,668.0,SPY|3/16/2026|C|668.0,2026-03-16,2026-03-16,2026-03-16,2026-03-16,1,2.66,0.81,-185.0,-185.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 3/16/2026 Call $668.00
SPY,3/16/2026,C,668.0,SPY|3/16/2026|C|668.0,2026-03-16,2026-03-16,2026-03-16,2026-03-16,1,2.66,0.81,-185.0,-185.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,SPY 3/16/2026 Call $668.00
SPY,3/17/2026,C,675.0,SPY|3/17/2026|C|675.0,2026-03-17,2026-03-17,2026-03-17,2026-03-17,1,0.81,0.84,3.0,3.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 3/17/2026 Call $675.00
SPY,3/17/2026,C,675.0,SPY|3/17/2026|C|675.0,2026-03-17,2026-03-17,2026-03-17,2026-03-17,1,0.81,0.84,3.0,3.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,SPY 3/17/2026 Call $675.00
SPY,3/17/2026,C,676.0,SPY|3/17/2026|C|676.0,2026-03-17,2026-03-17,2026-03-17,2026-03-17,1,0.2,0.11,-9.0,-9.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 3/17/2026 Call $676.00
SPY,3/17/2026,C,676.0,SPY|3/17/2026|C|676.0,2026-03-17,2026-03-17,2026-03-17,2026-03-17,1,0.2,0.11,-9.0,-9.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,SPY 3/17/2026 Call $676.00
SPY,3/17/2026,C,678.0,SPY|3/17/2026|C|678.0,2026-03-17,2026-03-17,2026-03-17,2026-03-17,3,0.21,0.09,-12.0,-36.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 3/17/2026 Call $678.00
SPY,3/17/2026,C,678.0,SPY|3/17/2026|C|678.0,2026-03-17,2026-03-17,2026-03-17,2026-03-17,3,0.21,0.09,-12.0,-36.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,SPY 3/17/2026 Call $678.00
SPY,3/17/2026,P,668.0,SPY|3/17/2026|P|668.0,2026-03-17,2026-03-17,2026-03-17,2026-03-17,1,0.36,0.02,-34.0,-34.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 3/17/2026 Put $668.00
SPY,3/17/2026,P,668.0,SPY|3/17/2026|P|668.0,2026-03-17,2026-03-17,2026-03-17,2026-03-17,1,0.36,0.02,-34.0,-34.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,SPY 3/17/2026 Put $668.00
SPY,3/18/2026,P,664.0,SPY|3/18/2026|P|664.0,2026-03-18,2026-03-18,2026-03-18,2026-03-18,1,1.19,2.11,92.0,92.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 3/18/2026 Put $664.00
SPY,3/18/2026,P,664.0,SPY|3/18/2026|P|664.0,2026-03-18,2026-03-18,2026-03-18,2026-03-18,1,1.19,2.11,92.0,92.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,SPY 3/18/2026 Put $664.00
SPY,3/19/2026,C,677.0,SPY|3/19/2026|C|677.0,2026-03-18,2026-03-18,2026-03-18,2026-03-18,1,0.25,0.23,-2.0,-2.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 3/19/2026 Call $677.00
SPY,3/19/2026,C,677.0,SPY|3/19/2026|C|677.0,2026-03-18,2026-03-18,2026-03-18,2026-03-18,1,0.25,0.23,-2.0,-2.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,SPY 3/19/2026 Call $677.00
SPY,3/19/2026,P,657.0,SPY|3/19/2026|P|657.0,2026-03-19,2026-03-19,2026-03-19,2026-03-19,1,1.97,0.05,-192.0,-192.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 3/19/2026 Put $657.00
SPY,3/19/2026,P,657.0,SPY|3/19/2026|P|657.0,2026-03-19,2026-03-19,2026-03-19,2026-03-19,1,1.97,0.05,-192.0,-192.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,SPY 3/19/2026 Put $657.00
SPY,3/20/2026,P,643.0,SPY|3/20/2026|P|643.0,2026-03-19,2026-03-20,2026-03-19,2026-03-20,1,0.35,0.06,-29.0,-29.0,LOSS,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,SPY 3/20/2026 Put $643.00
SPY,3/20/2026,P,643.0,SPY|3/20/2026|P|643.0,2026-03-19,2026-03-20,2026-03-19,2026-03-20,1,0.35,0.06,-29.0,-29.0,LOSS,1,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,SPY 3/20/2026 Put $643.00
QQQ,3/23/2026,C,598.0,QQQ|3/23/2026|C|598.0,2026-03-23,2026-03-23,2026-03-23,2026-03-23,1,0.33,0.19,-14.0,-14.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 3/23/2026 Call $598.00
QQQ,3/23/2026,C,598.0,QQQ|3/23/2026|C|598.0,2026-03-23,2026-03-23,2026-03-23,2026-03-23,1,0.33,0.19,-14.0,-14.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 3/23/2026 Call $598.00
QQQ,3/24/2026,C,586.0,QQQ|3/24/2026|C|586.0,2026-03-24,2026-03-24,2026-03-24,2026-03-24,1,1.61,1.23,-38.0,-38.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 3/24/2026 Call $586.00
QQQ,3/24/2026,C,586.0,QQQ|3/24/2026|C|586.0,2026-03-24,2026-03-24,2026-03-24,2026-03-24,1,1.61,1.23,-38.0,-38.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 3/24/2026 Call $586.00
QQQ,3/24/2026,C,588.0,QQQ|3/24/2026|C|588.0,2026-03-24,2026-03-24,2026-03-24,2026-03-24,1,0.91,0.72,-19.0,-19.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 3/24/2026 Call $588.00
QQQ,3/24/2026,C,588.0,QQQ|3/24/2026|C|588.0,2026-03-24,2026-03-24,2026-03-24,2026-03-24,1,0.91,0.72,-19.0,-19.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 3/24/2026 Call $588.00
QQQ,3/24/2026,C,590.0,QQQ|3/24/2026|C|590.0,2026-03-24,2026-03-24,2026-03-24,2026-03-24,1,0.16,0.09,-7.0,-7.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 3/24/2026 Call $590.00
QQQ,3/24/2026,C,590.0,QQQ|3/24/2026|C|590.0,2026-03-24,2026-03-24,2026-03-24,2026-03-24,1,0.16,0.09,-7.0,-7.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 3/24/2026 Call $590.00
QQQ,3/24/2026,C,590.0,QQQ|3/24/2026|C|590.0,2026-03-24,2026-03-24,2026-03-24,2026-03-24,1,0.16,0.09,-7.0,-7.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 3/24/2026 Call $590.00
QQQ,3/24/2026,C,590.0,QQQ|3/24/2026|C|590.0,2026-03-24,2026-03-24,2026-03-24,2026-03-24,1,0.73,0.32,-41.0,-41.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 3/24/2026 Call $590.00
QQQ,3/24/2026,C,590.0,QQQ|3/24/2026|C|590.0,2026-03-24,2026-03-24,2026-03-24,2026-03-24,1,0.16,0.09,-7.0,-7.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 3/24/2026 Call $590.00
QQQ,3/24/2026,C,590.0,QQQ|3/24/2026|C|590.0,2026-03-24,2026-03-24,2026-03-24,2026-03-24,1,0.16,0.09,-7.0,-7.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 3/24/2026 Call $590.00
QQQ,3/24/2026,C,590.0,QQQ|3/24/2026|C|590.0,2026-03-24,2026-03-24,2026-03-24,2026-03-24,1,0.16,0.09,-7.0,-7.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 3/24/2026 Call $590.00
QQQ,3/24/2026,C,590.0,QQQ|3/24/2026|C|590.0,2026-03-24,2026-03-24,2026-03-24,2026-03-24,1,0.73,0.32,-41.0,-41.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 3/24/2026 Call $590.00
QQQ,3/24/2026,P,584.0,QQQ|3/24/2026|P|584.0,2026-03-24,2026-03-24,2026-03-24,2026-03-24,1,2.3,0.83,-147.0,-147.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 3/24/2026 Put $584.00
QQQ,3/24/2026,P,584.0,QQQ|3/24/2026|P|584.0,2026-03-24,2026-03-24,2026-03-24,2026-03-24,1,2.3,0.83,-147.0,-147.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 3/24/2026 Put $584.00
QQQ,3/24/2026,P,585.0,QQQ|3/24/2026|P|585.0,2026-03-24,2026-03-24,2026-03-24,2026-03-24,1,1.1,0.81,-29.0,-29.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 3/24/2026 Put $585.00
QQQ,3/24/2026,P,585.0,QQQ|3/24/2026|P|585.0,2026-03-24,2026-03-24,2026-03-24,2026-03-24,1,1.1,0.81,-29.0,-29.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 3/24/2026 Put $585.00
QQQ,3/25/2026,C,590.0,QQQ|3/25/2026|C|590.0,2026-03-25,2026-03-25,2026-03-25,2026-03-25,1,1.03,0.81,-22.0,-22.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 3/25/2026 Call $590.00
QQQ,3/25/2026,C,590.0,QQQ|3/25/2026|C|590.0,2026-03-25,2026-03-25,2026-03-25,2026-03-25,1,1.03,0.81,-22.0,-22.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 3/25/2026 Call $590.00
QQQ,3/25/2026,C,591.0,QQQ|3/25/2026|C|591.0,2026-03-25,2026-03-25,2026-03-25,2026-03-25,1,1.56,0.89,-67.0,-67.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 3/25/2026 Call $591.00
QQQ,3/25/2026,C,591.0,QQQ|3/25/2026|C|591.0,2026-03-25,2026-03-25,2026-03-25,2026-03-25,1,1.56,0.89,-67.0,-67.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 3/25/2026 Call $591.00
QQQ,3/25/2026,C,592.0,QQQ|3/25/2026|C|592.0,2026-03-25,2026-03-25,2026-03-25,2026-03-25,3,0.22,0.15,-7.0,-21.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 3/25/2026 Call $592.00
QQQ,3/25/2026,C,592.0,QQQ|3/25/2026|C|592.0,2026-03-25,2026-03-25,2026-03-25,2026-03-25,3,0.22,0.15,-7.0,-21.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 3/25/2026 Call $592.00
QQQ,3/25/2026,C,593.0,QQQ|3/25/2026|C|593.0,2026-03-25,2026-03-25,2026-03-25,2026-03-25,2,0.1,0.06,-4.0,-8.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 3/25/2026 Call $593.00
QQQ,3/25/2026,C,593.0,QQQ|3/25/2026|C|593.0,2026-03-25,2026-03-25,2026-03-25,2026-03-25,1,0.1,0.06,-4.0,-4.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 3/25/2026 Call $593.00
